scene_id,key,final
1_S10E17_096,1_S10E17_096_u,"This is embedded sarcasm, because Leonard's misery is ironically attributed to Sheldon, highlighting the contradiction between expected and actual sources of his unhappiness."
1_S10E17_125,1_S10E17_125_u,"This is embedded sarcasm, because the suggestion of charging money to be punched contradicts the notion of being a ""highly educated"" grown man."
1_S10E17_146,1_S10E17_146_u,"This is propositional sarcasm because Bernadette's exaggerated accusation humorously implies disbelief in Howard's sincerity, contrasting the actual situation."
1_S10E17_287,1_S10E17_287_u,"This is illocutionary sarcasm because Howard's tone and elevated pitch contrast with the literal meaning, implying dissatisfaction with his situation."
1_S10E18_164,1_S10E18_164_u,"This is propositional sarcasm because Howard suggests treating Raj and Stuart like children, implying they are immature or dependent, opposite of their adult status."
1_S10E18_266,1_S10E18_266_u,"This is illocutionary sarcasm because Penny's tone and facial expressions suggest disbelief or mockery, contrasting the literal question about paying for the haircut."
1_S10E18_323,1_S10E18_323_u,"This is propositional sarcasm because Howard's suggestion of ""India"" implies Raj is causing problems everywhere, contradicting Raj's desire to avoid causing issues."
1_S10E18_391,1_S10E18_391_u,"This is embedded sarcasm, because ""easier for you to look up at the stars"" contradicts the context of losing a roof, implying homelessness."
1_S10E18_423,1_S10E18_423_u,"This is propositional sarcasm because Penny's statement suggests the opposite, implying Raj's presence is actually a reason for him not to stay."
1_S10E19_015,1_S10E19_015_u,"This is embedded sarcasm, because Leonard's statement contradicts the context; he implies obligation despite Raj's freeloading, suggesting the opposite of genuine gratitude."
1_S10E19_252,1_S10E19_252_u,"This is propositional sarcasm because Howard implies Leonard is acting like a ""catty bitch,"" opposite to Leonard's self-perception of not fitting in with women."
1_S10E21_151,1_S10E21_151_u,"This is embedded sarcasm because ""ruin some poor girl's life"" contradicts the context of setting up a friend, implying matchmaking is harmful."
1_S10E21_200,1_S10E21_200_u,"This is propositional sarcasm because Sheldon implies the opposite of helpful advice, suggesting deleting a photo is why the profile improved."
1_S10E23_165,1_S10E23_165_u,"This is propositional sarcasm because Penny implies Amy will never find a time when he's in a good mood, suggesting the opposite of her literal words."
1_S11E01_400,1_S11E01_400_u,"This is embedded sarcasm because Penny's ""My life is great"" contradicts the context of feeling left out, highlighted by her cheek raise and lip corner depress."
1_S11E02_030,1_S11E02_030_u,"This is illocutionary sarcasm because Sheldon's high pitch, energy variance, and facial expressions suggest disbelief, contradicting the literal supportive tone."
1_S11E04_024,1_S11E04_024_u,"This is propositional sarcasm because Bernadette implies Howard is already childish, contradicting the literal idea of having a child."
1_S11E04_347,1_S11E04_347_u,"This is illocutionary sarcasm because Howard's cheek raise and lip corner depress suggest mockery, contrasting the serious tone of discussing distracted driving."
1_S11E05_099,1_S11E05_099_u,"This is illocutionary sarcasm because Sheldon's exaggerated tone and facial cues suggest mockery, contrasting with the literal compliment about controlling robots."
1_S11E05_156,1_S11E05_156_u,"This is propositional sarcasm because Leonard's use of ""hellish"" humorously contradicts the expected pleasantness of a ride home, implying it was actually unpleasant."
1_S11E05_193,1_S11E05_193_u,"This is propositional sarcasm because Bernadette implies Raj is Howard's ""work wife,"" contrasting her literal expectation of a wife in the kitchen."
1_S11E06_019,1_S11E06_019_u,"This is embedded sarcasm, because the absurdity of using a baking soda volcano for remains contradicts the solemn context of cremation."
1_S11E06_102,1_S11E06_102_u,"This is illocutionary sarcasm because Bernadette's tone and facial expressions indicate disbelief, contrasting the literal meaning of her statement about prices."
1_S11E06_410,1_S11E06_410_u,"This is embedded sarcasm because Howard's comment contradicts the context, implying trust despite previously criticizing Penny's waitressing skills."
1_S11E07_161,1_S11E07_161_u,"This is propositional sarcasm because Penny implies the opposite, suggesting people will pity Bert instead of Sheldon, contradicting Sheldon's concern about his own reputation."
1_S11E08_137,1_S11E08_137_u,"This is propositional sarcasm because Leonard suggests the military wants Sheldon for target practice, implying the opposite of valuing him for his intelligence."
1_S11E10_228,1_S11E10_228_u,"This is propositional sarcasm because Howard's suggestion of seeing ""other needy Indian men"" mocks the seriousness of Raj's request for space."
1_S11E10_240,1_S11E10_240_u,"This is illocutionary sarcasm because Howard's cheek raise and dimple, combined with a mocking tone, contradict the literal inquiry about a mental hospital."
1_S11E10_309,1_S11E10_309_u,"This is propositional sarcasm because Penny implies the opposite, suggesting Howard is not the coolest, questioning Raj's limited social exposure."
1_S11E12_038,1_S11E12_038_u,"This is propositional sarcasm because Raj implies Howard is unfit to continue his family line, opposite to the expected supportive comment about a friend."
1_S11E12_290,1_S11E12_290_u,"This is illocutionary sarcasm because Leonard's tone and facial cues suggest disbelief, contrasting the literal meaning that Sheldon and Amy are genuinely acting."
1_S11E13_001,1_S11E13_001_u,"This is propositional sarcasm, because Leonard implies newspapers are outdated, contrasting with Raj's excitement, using a cheek raise and dimple to mockingly question their relevance."
1_S11E13_211,1_S11E13_211_u,"This is embedded sarcasm, because ""Wow"" and ""here comes math"" imply excitement, contradicting the context of mundane activities like a spelling bee and math formula."
1_S11E13_362,1_S11E13_362_u,"This is illocutionary sarcasm because Bernadette's tone and facial expressions suggest disbelief, opposing the literal question about Howard's success in not waking her."
1_S11E16_170,1_S11E16_170_u,"This is illocutionary sarcasm because Bernadette's tone and facial expressions contradict the positive literal meaning, indicating she doesn't actually find it better."
1_S11E18_206,1_S11E18_206_u,"This is propositional sarcasm because Raj implies Howard's desire for a ""boys' medium"" suit contradicts the mature, heroic image of Iron Man."
1_S11E19_030,1_S11E19_030_u,"This is propositional sarcasm because Raj implies Sheldon is wrong, using ""eating crow"" to mock his insistence on eating Chinese food."
1_S11E19_143,1_S11E19_143_u,"This is propositional sarcasm because Howard implies the robot show idea is silly, opposite to Raj's enthusiasm, using a dismissive tone and facial expressions."
1_S11E20_143,1_S11E20_143_u,"This is propositional sarcasm because Penny implies Amy should be worried about marrying Sheldon, contrasting the reassurance typically expected about marriage."
1_S11E20_332,1_S11E20_332_u,"This is illocutionary sarcasm because Howard's tone and cheek raise suggest disbelief, contrasting with the literal inquiry about the spouse's presence and wellbeing."
1_S11E21_080,1_S11E21_080_u,"This is propositional sarcasm because Howard implies Penny's teen years were ""fuzzy,"" contrasting the expectation of clarity or memorable experiences."
1_S11E21_201,1_S11E21_201_u,"This is embedded sarcasm because ""stay home with the Internet and have romance"" contradicts the expected meaning of romance, highlighting the absurdity of the situation."
1_S11E22_069,1_S11E22_069_u,"This is propositional sarcasm because Penny suggests a push-up bra for Sheldon, implying it's unsuitable for his context, contrasting the literal fashion advice."
1_S11E22_149,1_S11E22_149_u,"This is illocutionary sarcasm because Howard's cheek raise and dimple, combined with a low F0 mean, indicate disbelief rather than genuine interest in meeting someone more relentless."
1_S11E22_205,1_S11E22_205_u,"This is propositional sarcasm because Leonard's statement implies he is busy, contradicting his literal claim of doing nothing."
1_S11E22_260,1_S11E22_260_u,"This is propositional sarcasm because Stuart implies that failing art school is a legitimate step, contrasting with the expected success path."
1_S11E23_048,1_S11E23_048_u,"This is propositional sarcasm because Bernadette's statement implies the opposite, suggesting the wedding is problematic rather than ""good,"" given the family issues."
1_S11E24_338,1_S11E24_338_u,"This is illocutionary sarcasm because Penny's exaggerated tone and facial expressions contrast with the literal meaning, indicating disbelief rather than genuine surprise."
1_S12E01_139,1_S12E01_139_u,"This is propositional sarcasm, because Penny's statement implies dissatisfaction, contrasting with the literal meaning of asking if Leonard is happy."
1_S12E01_248,1_S12E01_248_u,"This is embedded sarcasm because Howard's statement implies Raj should know better, contradicting the notion of cutting slack due to his foreign background."
1_S12E01_268,1_S12E01_268_u,"This is illocutionary sarcasm because Howard's tone and exaggerated facial expressions suggest disbelief, contrasting the literal concern about Raj's ability to confront someone from another country."
1_S12E01_297,1_S12E01_297_u,"This is embedded sarcasm, because ""successful day of ballbusting"" contradicts the positive connotation of ""successful"" with the negative activity of ""ballbusting."""
1_S12E01_332,1_S12E01_332_u,"This is propositional sarcasm because Penny's statement directly contradicts the implication that the other person is overbearing, suggesting the opposite in a sarcastic tone."
1_S12E01_339,1_S12E01_339_u,This is illocutionary sarcasm because Penny's tone and exaggerated vocal pitch contrast with the positive sentiment of wanting to spend time together.
1_S12E02_105,1_S12E02_105_u,"This is propositional sarcasm because Howard implies the opposite, suggesting Stuart is lifeless, contrasting Raj's claim of a romantic encounter."
1_S12E02_118,1_S12E02_118_u,This is illocutionary sarcasm because Howard's exaggerated tone and facial expressions suggest disbelief in the literal meaning of the question about parental issues.
1_S12E02_204,1_S12E02_204_u,"This is illocutionary sarcasm because Penny's exaggerated tone and facial expressions contradict the literal praise, implying doubt about Sheldon's intelligence."
1_S12E02_228,1_S12E02_228_u,"This is illocutionary sarcasm because Howard's tone and cheek raise suggest he's mocking Sheldon's idea, despite literally agreeing with it."
1_S12E02_262,1_S12E02_262_u,"This is illocutionary sarcasm because Amy's exaggerated tone and facial expressions contrast with the mundane story, indicating she finds it uninteresting rather than ""riveting."""
1_S12E02_274,1_S12E02_274_u,"This is propositional sarcasm because the speaker implies they are an obvious resource, contrasting the need to Google, highlighting the absurdity of ignoring their expertise."
1_S12E02_358,1_S12E02_358_u,"This is propositional sarcasm because Howard's ""Wow. Gentile moms are tough"" implies the opposite, suggesting Bernadette's critique is unexpectedly harsh for a child's drawing."
1_S12E02_385,1_S12E02_385_u,"This is illocutionary sarcasm, because Howard's tone and cheek raise suggest mockery, contrasting the literal suggestion of working at a chocolate factory."
1_S12E02_466,1_S12E02_466_u,"This is embedded sarcasm because the reference to ""63 other crayon friends"" humorously implies Stuart is childish, contradicting the context of a date."
1_S12E02_471,1_S12E02_471_u,"This is illocutionary sarcasm because the speaker's tone and exaggerated pitch suggest mockery, contrasting with the literal agreement about the food choice."
1_S12E03_101,1_S12E03_101_u,"This is embedded sarcasm because Leonard's phrase ""Our Lady of the Stretchy Pants"" humorously contrasts with traditional religious institutions, mocking Penny's yoga as a spiritual practice."
1_S12E03_118,1_S12E03_118_u,"This is propositional sarcasm because Leonard implies taking care of Sheldon is like handling a pet, which is not literally true."
1_S12E03_195,1_S12E03_195_u,"This is propositional sarcasm because Bernadette implies Leonard alone is enough for fulfillment, contrasting with Penny's view on not needing kids."
1_S12E03_286,1_S12E03_286_u,"This is propositional sarcasm because Sheldon implies dissatisfaction with the mundane day, opposite to the literal positive phrasing of ""things are really breaking my way today."""
1_S12E03_338,1_S12E03_338_u,"This is propositional sarcasm because Amy implies the opposite, suggesting her and Sheldon's child would struggle socially, not easily make friends."
1_S12E03_410,1_S12E03_410_u,"This is propositional sarcasm because Raj's comment implies the absurdity of using a divorce theme for a wedding, highlighting the inappropriateness humorously."
1_S12E04_003,1_S12E04_003_u,"This is propositional sarcasm because Amy's question implies doubt about being in the photos, which contrasts with the expectation of being included in wedding photos."
1_S12E04_027,1_S12E04_027_u,"This is embedded sarcasm because Amy's exaggerated claim of buying a ""crazy cow"" humorously contradicts the situation, highlighting Sheldon's absurd repetition of ""Tam."""
1_S12E04_040,1_S12E04_040_u,"This is propositional sarcasm because Penny's question implies the absurdity of Raj being pregnant, highlighting the ridiculousness of his quick engagement."
1_S12E04_046,1_S12E04_046_u,"This is propositional sarcasm because Bernadette's question implies the obviousness of having fingers, mocking the need for such basic information."
1_S12E04_076,1_S12E04_076_u,"This is propositional sarcasm because Penny implies that not having an Instagram is abnormal, contrasting the reality that many people choose not to use social media."
1_S12E04_195,1_S12E04_195_u,"This is embedded sarcasm because ""best husband she can find is Raj"" contrasts with the implied high standards of getting into exclusive places."
1_S12E04_242,1_S12E04_242_u,"This is propositional sarcasm because Howard's question implies disbelief that the friend was truly the best, suggesting there were indeed other kids available."
1_S12E05_030,1_S12E05_030_u,"This is propositional sarcasm because Raj implies Howard frequently brags, contradicting Howard's claim of humility."
1_S12E05_110,1_S12E05_110_u,"This is propositional sarcasm because Penny implies Leonard is boring, contradicting the expected compliment of having an interesting husband."
1_S12E06_016,1_S12E06_016_u,"This is propositional sarcasm, because Leonard implies Howard regularly wears costumes, contradicting Howard's claim that it's rare to wear costumes to work."
1_S12E06_088,1_S12E06_088_u,"This is illocutionary sarcasm because Raj's cheek raise and dimple suggest amusement, contrasting with the serious implication of Sheldon being cranky."
1_S12E06_248,1_S12E06_248_u,"This is embedded sarcasm, because attending MIT is irrelevant to understanding the situation, highlighting the absurdity of using credentials as an explanation."
1_S12E06_316,1_S12E06_316_u,"This is embedded sarcasm because ""improving on perfection"" contradicts the notion of needing improvement, implying Sheldon wasn't perfect to begin with."
1_S12E06_412,1_S12E06_412_u,"This is propositional sarcasm because Leonard implies Sheldon can't handle scary situations, contrasting Sheldon's claim of being an adult who can handle it."
1_S12E07_060,1_S12E07_060_u,"This is embedded sarcasm because Leonard's mention of Coachella implies reluctance, contradicting the expected enthusiasm from the phrase ""There's my guy!"""
1_S12E07_105,1_S12E07_105_u,"This is propositional sarcasm because Howard's suggestion humorously implies absurdity in the idea of literally lining up to ""kiss buttocks,"" contrasting with the actual procedure."
1_S12E08_023,1_S12E08_023_u,"This is embedded sarcasm, because Leonard's statement about his mom's love contradicts the context, implying she's typically unloving."
1_S12E08_098,1_S12E08_098_u,"This is propositional sarcasm because Amy's request for Sheldon to ""show your work"" implies doubt, contrasting the literal claim of being a ""great husband."""
1_S12E08_103,1_S12E08_103_u,"This is propositional sarcasm because Amy's statement ""Which is perfect"" contradicts the truth that Sheldon has no real relationship with her family."
1_S12E08_258,1_S12E08_258_u,"This is propositional sarcasm because Bernadette implies Howard's skill is impressive, yet trivializes it by highlighting his inability to perform a simpler task."
1_S12E08_445,1_S12E08_445_u,"This is illocutionary sarcasm because Amy's chuckle and exaggerated tone contrast with the literal meaning, suggesting reluctance rather than genuine agreement."
1_S12E09_005,1_S12E09_005_u,"This is embedded sarcasm because Amy's phrase contradicts the common saying ""there's no 'I' in team,"" highlighting Sheldon's self-centered decision-making."
1_S12E09_081,1_S12E09_081_u,"This is illocutionary sarcasm because Leonard's tone and exaggerated surprise contrast with the absurdity of his statement, indicating disbelief rather than genuine shock."
1_S12E09_090,1_S12E09_090_u,"This is propositional sarcasm because Leonard implies that both recent and long-term experiences with Sheldon are unnecessarily challenging, contrary to the expected positive experience."
1_S12E09_103,1_S12E09_103_u,"This is propositional sarcasm because Leonard's statement ""It just got more fun"" implies the opposite, as doing the task alone is not enjoyable."
1_S12E09_307,1_S12E09_307_u,"This is propositional sarcasm because the speaker implies Bernadette should know the alphabet, mocking her confusion over identifying the X button."
1_S12E09_369,1_S12E09_369_u,"This is illocutionary sarcasm because Penny's tone and facial expressions contrast with the literal meaning, indicating she doesn't actually believe they're dead."
1_S12E10_245,1_S12E10_245_u,"This is embedded sarcasm, because the gentle tone of a mother contrasts sharply with wishing harm on the father, creating an unexpected contradiction."
1_S12E11_002,1_S12E11_002_u,"This is propositional sarcasm because Penny implies the drink is worthless, contrasting the expectation that champagne is a luxurious, valuable beverage."
1_S12E11_072,1_S12E11_072_u,"This is illocutionary sarcasm because the tone and facial cues, like cheek raise and lip press, contradict the polite phrase ""no offense,"" implying the opposite."
1_S12E11_190,1_S12E11_190_u,"This is illocutionary sarcasm because Amy's tone and facial cues contradict the literal praise, indicating she feels the opposite about Sheldon's effort."
1_S12E11_199,1_S12E11_199_u,"This is illocutionary sarcasm because Raj's tone and facial expressions suggest disbelief, contradicting the literal affirmation of Stuart's handling."
1_S12E11_216,1_S12E11_216_u,"This is propositional sarcasm because Bernadette's suggestion contradicts the situation's seriousness, implying disbelief that a hug is merely for lacking tip money."
1_S12E12_030,1_S12E12_030_u,"This is embedded sarcasm because Bernadette's praise contradicts the context, implying it's easier for Penny to stay fit without children."
1_S12E12_043,1_S12E12_043_u,"This is propositional sarcasm because Howard implies Raj is the monster, opposite of the literal context where Raj is not a monster."
1_S12E12_086,1_S12E12_086_u,"This is illocutionary sarcasm because Bernadette's tone and cheek raise suggest mockery, contrasting the literal congratulatory sentiment about Leonard's supposed desire."
1_S12E12_266,1_S12E12_266_u,"This is illocutionary sarcasm because Leonard's tone and facial cues suggest disbelief and mockery, contrasting the literal compliment of attending college."
1_S12E12_281,1_S12E12_281_u,"This is illocutionary sarcasm because Penny's tone and facial expressions contrast with the literal gratitude, indicating discomfort rather than genuine appreciation."
1_S12E12_371,1_S12E12_371_u,"This is propositional sarcasm because Sheldon implies disbelief that Leonard's genetic material would be desirable, opposite to the literal meaning of wanting him."
1_S12E13_088,1_S12E13_088_u,"This is propositional sarcasm because Penny's claim of knowing how to do dishes opposes Leonard's sarcastic pride, implying she often neglects them."
1_S12E13_224,1_S12E13_224_u,"This is propositional sarcasm because Howard implies the opposite, suggesting accidental discoveries can indeed be memorable, referencing Columbus's famous unintended discovery."
1_S12E14_125,1_S12E14_125_u,"This is propositional sarcasm because the notion of a ""rare 'DayQuilt' misprint"" humorously implies a valuable collectible, contrasting with the mundane nature of cold medicine."
1_S12E14_152,1_S12E14_152_u,"This is illocutionary sarcasm because Raj's tone and facial cues suggest mockery, contrasting the literal positive sentiment of ""nice they found each other."""
1_S12E15_013,1_S12E15_013_u,"This is illocutionary sarcasm because Penny's tone and facial expressions suggest discomfort, contradicting her literal statement of not finding it weird."
1_S12E15_064,1_S12E15_064_u,"This is propositional sarcasm because Howard's statement implies he wouldn't forget, contradicting the literal meaning, given the nonrefundable tickets as a reminder."
1_S12E15_154,1_S12E15_154_u,"This is propositional sarcasm because Bernadette's statement implies the opposite, suggesting Howard and Raj's trip is unnecessary for their relationship."
1_S12E15_273,1_S12E15_273_u,"This is propositional sarcasm because Sheldon implies Leonard is like a pest attracted by pizza, not seriously blaming the pizza for Leonard's presence."
1_S12E15_351,1_S12E15_351_u,"This is propositional sarcasm because Penny's exaggerated response implies the opposite, suggesting she is indeed avoiding the other person."
1_S12E15_420,1_S12E15_420_u,"This is illocutionary sarcasm because Howard's tone and facial cues suggest he expected Bernadette's hesitation, contradicting his literal expression of surprise."
1_S12E16_140,1_S12E16_140_u,"This is propositional sarcasm because Amy's statement implies endless boredom, contrasting the literal meaning of their night being consumed by the game."
1_S12E17_085,1_S12E17_085_u,"This is propositional sarcasm because Leonard implies Penny packed excessively, suggesting she might never return, which is opposite to a typical weekend trip."
1_S12E17_124,1_S12E17_124_u,"This is illocutionary sarcasm because Raj's exaggerated pitch variation and cheek raise suggest mockery, contrasting the literal suggestion of a serious name for the chess variant."
1_S12E17_195,1_S12E17_195_u,"This is propositional sarcasm because Leonard implies Howard's husbanding skills are poor, while the cheek raise and lip press suggest he doesn't truly mean it."
1_S12E17_336,1_S12E17_336_u,This is propositional sarcasm because Howard's suggestion of an airplane flying into a hangar contrasts the simple task of getting food.
1_S12E18_030,1_S12E18_030_u,"This is propositional sarcasm because Penny's exaggerated description of a loving admission as ""brutal"" contrasts with the positive nature of the confession."
1_S12E18_159,1_S12E18_159_u,"This is propositional sarcasm because Howard implies a shared responsibility, but his tone and context suggest he's deflecting blame for Halley's fears."
1_S12E18_198,1_S12E18_198_u,"This is propositional sarcasm because Stuart implies he is not living independently, contrasting his expectation with reality, highlighting the absurdity of the situation."
1_S12E18_225,1_S12E18_225_u,"This is embedded sarcasm, because Penny's use of ""unfortunately"" contradicts the context, implying Sheldon's behavior is predictably problematic."
1_S12E18_290,1_S12E18_290_u,"This is propositional sarcasm because Leonard implies the impossibility of a time machine, contrasting with the realistic suggestion of thinking before speaking."
1_S12E18_303,1_S12E18_303_u,"This is propositional sarcasm because Howard's statement contradicts itself, suggesting the book is great but humorously implying it's so bad it should remain unseen."
1_S12E19_143,1_S12E19_143_u,"This is propositional sarcasm because Sheldon suggests a solution he clearly disapproves of, contrasting his usual disdain for such activities."
1_S12E19_354,1_S12E19_354_u,"This is illocutionary sarcasm because Penny's tone and facial cues imply disbelief, contradicting her literal agreement with Sheldon's ineffective consolation efforts."
1_S12E20_378,1_S12E20_378_u,"This is illocutionary sarcasm because the tone and facial cues contradict the literal offer to speak Russian, highlighting the refusal's firmness."
1_S12E21_167,1_S12E21_167_u,"This is propositional sarcasm because Sheldon implies Raj's wisdom is due to his accent, not genuine insight, contradicting the intended compliment."
1_S12E21_261,1_S12E21_261_u,"This is illocutionary sarcasm because Raj's tone and facial cues suggest disbelief, contrasting with the literal meaning of accepting Howard's claim."
1_S12E21_285,1_S12E21_285_u,"This is propositional sarcasm because Penny implies Amy's husband is the weird one, contradicting Amy's insinuation about Penny's husband."
1_S12E22_004,1_S12E22_004_u,"This is embedded sarcasm because Penny's question implies Leonard never goes to the gym, contradicting the literal suggestion he does."
1_S12E22_066,1_S12E22_066_u,"This is propositional sarcasm because Howard implies Raj wants to be hurt, which is opposite to the actual desire to avoid emotional pain."
1_S12E22_188,1_S12E22_188_u,"This is propositional sarcasm because Howard implies disbelief in Raj's positive claim, suggesting the opposite sentiment about the relationship's status."
1_S12E22_211,1_S12E22_211_u,"This is illocutionary sarcasm because Howard's tone and cheek raise suggest mockery, contrasting the literal accusation of being an ""Indian giver."""
1_S12E23_209,1_S12E23_209_u,"This is illocutionary sarcasm because Howard's tone and facial expressions suggest mockery, contrasting the literal meaning of his question about calling them ""Mr. and Mrs. Wackadoodle."""
1_S12E23_350,1_S12E23_350_u,"This is propositional sarcasm because the suggestion of ""300 tiny haircuts over a ten-year period"" humorously exaggerates a gradual change, implying it's absurd."
1_S12E23_389,1_S12E23_389_u,"This is embedded sarcasm, because the exaggeration of ""almost as many times as I have fingers"" contradicts the expected frequency of such an event."
1_S12E23_470,1_S12E23_470_u,"This is illocutionary sarcasm because Leonard's tone and facial cues suggest dissatisfaction, contrasting with the literal praise of a long, tedious experience."
1_S12E23_488,1_S12E23_488_u,"This is propositional sarcasm because Amy's statement implies the opposite, suggesting meeting Sheldon wasn't truly the best day of her life."
1_S12E23_539,1_S12E23_539_u,"This is illocutionary sarcasm because Bernadette's tone and facial cues suggest disbelief or mockery, contrasting the literal inquiry about who used the potty."
1_S12E23_576,1_S12E23_576_u,"This is illocutionary sarcasm because Sheldon's tone and facial expressions convey frustration, contrasting the literal welcoming sentiment of ""Welcome to my life."""
1_S12E23_600,1_S12E23_600_u,"This is illocutionary sarcasm because Howard's quiet tone and cheek raise suggest disbelief or mockery, contrasting with the literal complaint about ticket costs."
3_S01E01_226,3_S01E01_226_u,"This is embedded sarcasm, because the phrase ""traveled back to 2009"" contradicts the expectation of modern technology, highlighting the outdated requirement humorously."
3_S01E02_324,3_S01E02_324_u,"This is embedded sarcasm, because Dinesh's compliment ""not as good at being a prick as you"" contradicts the usual negative connotation of being a ""prick."""
3_S01E03_056,3_S01E03_056_u,"This is propositional sarcasm because Dinesh suggests ""Placeholder"" is better than ""Pied Piper,"" implying the opposite: both names are equally inadequate."
3_S01E03_122,3_S01E03_122_u,"This is embedded sarcasm because Gilfoyle dismisses national borders while acknowledging his Canadian citizenship, contradicting the context of identifying nationality."
3_S01E03_249,3_S01E03_249_u,"This is embedded sarcasm because ""we hire illegal aliens"" contradicts the professional context of having interns, highlighting the absurdity of the situation."
3_S01E04_327,3_S01E04_327_u,"This is propositional sarcasm because the speaker implies the opposite, suggesting the listener is quick-witted while actually calling them slow."
3_S01E05_417,3_S01E05_417_u,"This is embedded sarcasm, because ""error"" contradicts the context where Dinesh is supposed to handle error-free tasks, implying incompetence instead."
3_S01E05_456,3_S01E05_456_u,"This is propositional sarcasm because Gilfoyle implies his pace is leisurely, but the context shows he is working faster than Dinesh's expectation."
3_S01E05_520,3_S01E05_520_u,"This is illocutionary sarcasm because the cheek raise and dimple suggest amusement, contrasting the literal encouragement to take time, implying impatience or mockery."
3_S01E06_266,3_S01E06_266_u,"This is propositional sarcasm because Erlich implies the opposite, suggesting Dinesh is unattractive, while the context indicates he doesn't genuinely believe this."
3_S01E08_422,3_S01E08_422_u,"This is illocutionary sarcasm because Gilfoyle's tone and facial cues suggest the opposite of his literal words, implying the situation was indeed embarrassing."
3_S02E01_050,3_S02E01_050_u,"This is embedded sarcasm because Gilfoyle uses ""Indian Chief"" to mock Dinesh's misunderstanding, contrasting ""chief"" with Dinesh's ethnicity, implying absurdity."
3_S02E01_413,3_S02E01_413_u,"This is illocutionary sarcasm because Richard's tone and facial cues contradict the literal gratitude expressed, indicating he feels insulted, not complimented."
3_S02E02_081,3_S02E02_081_u,"This is embedded sarcasm because the phrase ""makes it all better"" contradicts the context of losing the deal, implying it doesn't help at all."
3_S02E03_218,3_S02E03_218_u,"This is propositional sarcasm because Gilfoyle implies honesty and niceness are mutually exclusive, suggesting he can't genuinely say nice things about Jared."
3_S02E03_244,3_S02E03_244_u,"This is propositional sarcasm because Gilfoyle's tone and facial cues suggest he doesn't genuinely admire Erlich, contrasting Monica's negative description."
3_S02E03_561,3_S02E03_561_u,"This is propositional sarcasm because Gilfoyle implies the slogan's cost is wasteful, contrasting the intended value of the marketing investment."
3_S02E05_378,3_S02E05_378_u,"This is propositional sarcasm because Gilfoyle implies Dinesh's skills are childish, opposite to praising his computer-building efforts."
3_S02E07_256,3_S02E07_256_u,"This is illocutionary sarcasm because the speaker's tone and facial cues contradict the comforting intent, indicating disbelief or mockery."
3_S02E10_133,3_S02E10_133_u,"This is propositional sarcasm because Gilfoyle implies he named the server after Dinesh's mother, which is clearly not true, mocking Dinesh's comment."
3_S03E01_431,3_S03E01_431_u,"This is illocutionary sarcasm because Erlich's sigh and flat tone contrast with the literal gratitude expressed, indicating frustration rather than genuine appreciation."
3_S03E02_111,3_S03E02_111_u,"This is propositional sarcasm, because the statement implies Pakistanis only know ""rock"" in the game, contradicting the actual diverse knowledge of the game."
3_S03E03_126,3_S03E03_126_u,"This is propositional sarcasm because Gilfoyle implies the chain is not something nice, contradicting Dinesh's intention to treat himself."
3_S04E01_575,3_S04E01_575_u,"This is embedded sarcasm, because ""tolerating your short reign as CEO"" contradicts the context of Dinesh's request, implying incompetence rather than leadership potential."
3_S04E02_217,3_S04E02_217_u,This is propositional sarcasm because Gilfoyle's suggestion to use more product contradicts the obvious implication that Dinesh already uses too much.
3_S04E02_326,3_S04E02_326_u,"This is embedded sarcasm, because Gilfoyle's statement ""this couldn't get any better"" contradicts the negative context of Dinesh messing up, implying it's actually bad."
3_S04E04_363,3_S04E04_363_u,"This is illocutionary sarcasm because the cheek raise and dimple suggest a mocking tone, contrasting the literal claim about the sunglasses' origin."
3_S04E05_313,3_S04E05_313_u,"This is propositional sarcasm because Gilfoyle implies Dinesh's situation is enviable, contrasting Dinesh's complaints about the relationship's challenges."
3_S04E07_292,3_S04E07_292_u,"This is propositional sarcasm because the speaker implies they would give expired yogurt to Erlich, suggesting they care little about his well-being."
3_S04E10_120,3_S04E10_120_u,"This is illocutionary sarcasm because Gilfoyle's flat tone and facial cues contradict the positive word ""Outstanding,"" indicating he doesn't genuinely believe it."
3_S05E02_072,3_S05E02_072_u,"This is propositional sarcasm because Gilfoyle's ""congratulations"" implies praise, but he actually mocks Dinesh by equating his parking spot with a handicapped space."
3_S06E01_417,3_S06E01_417_u,"This is propositional sarcasm because Gilfoyle implies the AI is convincingly human, yet the context suggests it's not truly comparable to a real human."
3_S06E01_460,3_S06E01_460_u,"This is propositional sarcasm because Gilfoyle implies Dinesh doesn't need him, mocking the situation where Dinesh unknowingly conversed with a bot."
3_S06E03_366,3_S06E03_366_u,"This is propositional sarcasm because Richard's suggestion of buying America is an exaggerated impossibility, highlighting the absurdity of buying Hooli."
3_S06E05_355,3_S06E05_355_u,"This is propositional sarcasm because the speaker implies the opposite of gratitude, suggesting annoyance at being interrupted and corrected on word usage."
3_S06E06_143,3_S06E06_143_u,"This is illocutionary sarcasm because Gilfoyle's cheek raise and dimple suggest amusement, contrasting his serious claim about company policy."
3_S06E07_272,3_S06E07_272_u,"This is illocutionary sarcasm because Dinesh's cheek raise and dimple suggest mockery, contrasting the serious implication of Gilfoyle's realization."
